nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
ABC ELETRO,abc-eletro,1989-06-15T03:00:00.000Z,5,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
ABC EMBALAGENS LTDA,abc-embalagens-ltda,2002-12-30T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ABCCVRA,abccvra,2005-08-16T03:00:00.000Z,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,,,,
ABCEGS,abcegs,2009-07-10T03:00:00.000Z,5,Ipirá,BA,59281,-12.1561,-39.7359,,,,
ABD-RB,abd-rb,1999-07-14T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABECERV,abecerv,1984-12-31T03:00:00.000Z,5,Várzea do Poço,BA,9247,-11.5273,-40.3149,,,,
ABEL WALDEMIR DE LIMA COSTA,abel-waldemir-de-lima-costa,2011-07-05T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ABELARDO IMOVEIS,abelardo-imoveis,2002-02-02T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABELHA VEICULOS,abelha-veiculos,2004-06-21T03:00:00.000Z,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,,,,
ABELHEIS E COMPANNHIS COMIDA BAIANA,abelheis-e-compannhis-comida-baiana,2007-08-24T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABELSA,abelsa,1990-10-11T03:00:00.000Z,5,Coronel João Sá,BA,15549,-10.2847,-37.9198,,,,
ABEMOJABA,abemojaba,2007-07-16T03:00:00.000Z,5,Mata de São João,BA,47643,-12.5307,-38.3009,,,,
ABEPO,abepo,2009-11-24T02:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
ABESP,abesp,1992-08-28T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABFRUD,abfrud,2009-06-08T03:00:00.000Z,5,Chorrochó,BA,11221,-8.9695,-39.0979,,,,
ABIATAR MODA FEMININA,abiatar-moda-feminina,2010-10-05T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABIB,abib,1988-07-25T03:00:00.000Z,5,João Dourado,BA,25606,-11.3486,-41.6548,,,,
ABIDE,abide,2001-06-11T03:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
ABIJCSUD,abijcsud,1999-10-26T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABMRB,abmrb,1997-09-22T03:00:00.000Z,5,Jiquiriçá,BA,14576,-13.2621,-39.5737,,,,
ABOA,aboa,1998-05-19T03:00:00.000Z,5,Ourolândia,BA,17567,-10.9578,-41.0756,,,,
ABPI,abpi,2000-12-07T02:00:00.000Z,5,Ituberá,BA,28870,-13.7249,-39.1481,,,,
ABRE EMPREENDIMENTOS & PARTICIPACOES,abre-empreendimentos-participacoes,2006-11-27T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABRIGO DRINK S DISTRIBUIDORA DE BEBIDAS E ALIMENTOS,abrigo-drink-s-distribuidora-de-bebidas-e-alimentos,2007-07-18T03:00:00.000Z,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,,,,
ABRMVG,abrmvg,2006-02-01T02:00:00.000Z,5,Pindobaçu,BA,20048,-10.7433,-40.3675,,,,
ABS - TRANSPORTES E COMERCIO,abs-transportes-e-comercio,2009-09-17T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABS CONTABIL,abs-contabil,2010-11-10T02:00:00.000Z,1,Terra Nova,BA,13018,-12.3888,-38.6238,,,,
ABS DECORACOES,abs-decoracoes,2009-01-16T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABSJ,absj,2004-11-03T02:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ABSOLUTA CENTRO ESTETICO,absoluta-centro-estetico,1981-03-30T03:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
ABSOLUTA SOLUCOES,absoluta-solucoes,2008-03-19T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ABUMPA,abumpa,1991-01-25T02:00:00.000Z,5,Itaparica,BA,22440,-12.8932,-38.68,,,,
AC ACAJUTIBA,ac-acajutiba,1977-12-05T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
AC AMARALINA,ac-amaralina,1974-07-17T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
AC ANDARAI,ac-andarai,1974-06-24T03:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
AC ANDORINHA,ac-andorinha,1993-11-03T02:00:00.000Z,5,Andorinha,BA,14416,-10.3482,-39.8391,,,,
AC ANTAS,ac-antas,1974-06-24T03:00:00.000Z,5,Antas,BA,19659,-10.3856,-38.3401,,,,
AC APUAREMA,ac-apuarema,1993-11-03T02:00:00.000Z,5,Apuarema,BA,7274,-13.8542,-39.7501,,,,
AC ARATUIPE,ac-aratuipe,1974-06-24T03:00:00.000Z,5,Aratuípe,BA,8848,-13.0716,-39.0038,,,,
AC BARRO ALTO,ac-barro-alto,1974-07-11T03:00:00.000Z,5,Barro Alto,BA,15171,-11.7605,-41.9054,,,,
AC BOM JESUS DA LAPA,ac-bom-jesus-da-lapa,1974-07-11T03:00:00.000Z,5,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,,,,
AC BONINAL,ac-boninal,1974-07-11T03:00:00.000Z,5,Boninal,BA,14518,-12.7069,-41.8286,,,,
AC CABULA,ac-cabula,1992-04-12T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
AC CANDEAL,ac-candeal,1974-06-24T03:00:00.000Z,5,Candeal,BA,8109,-11.8049,-39.1203,,,,
AC CENTRO ADMINISTRATIVO DA BAHIA,ac-centro-administrativo-da-bahia,1975-09-26T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
AC COTEGIPE,ac-cotegipe,1978-03-09T03:00:00.000Z,5,Cotegipe,BA,13756,-12.0228,-44.2566,,,,
AC DARIO MEIRA,ac-dario-meira,1975-09-26T03:00:00.000Z,5,Dário Meira,BA,10347,-14.4229,-39.9031,,,,
AC GLORIA,ac-gloria,1974-07-09T03:00:00.000Z,5,Glória,BA,15247,-9.34382,-38.2544,,,,
AC GUANAMBI,ac-guanambi,1974-07-09T03:00:00.000Z,5,Guanambi,BA,85353,-14.2231,-42.7799,,,,
AC GUARATINGA,ac-guaratinga,1975-09-26T03:00:00.000Z,5,Guaratinga,BA,20565,-16.5833,-39.7847,,,,
AC IBIPEBA,ac-ibipeba,1974-07-09T03:00:00.000Z,5,Ibipeba,BA,18421,-11.6438,-42.0195,,,,
AC IBOTIRAMA,ac-ibotirama,1974-07-05T03:00:00.000Z,5,Ibotirama,BA,27076,-12.1779,-43.2167,,,,
AC IGUAI,ac-iguai,1974-07-05T03:00:00.000Z,5,Iguaí,BA,27006,-14.7528,-40.0894,,,,
AC INSTAL,ac-instal,2009-12-07T02:00:00.000Z,1,Ubatã,BA,27481,-14.2063,-39.5207,,,,
AC ITAGI,ac-itagi,1974-07-05T03:00:00.000Z,5,Itagi,BA,12140,-14.1615,-40.0131,,,,
AC ITAGUACU DA BAHIA,ac-itaguacu-da-bahia,2003-10-24T02:00:00.000Z,5,Itaguaçu da Bahia,BA,14650,-11.0147,-42.3997,,,,
AC ITAMARI,ac-itamari,1977-12-05T03:00:00.000Z,5,Itamari,BA,7971,-13.7782,-39.683,,,,
AC ITINGA,ac-itinga,2007-08-14T03:00:00.000Z,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
AC JUSSARI,ac-jussari,1983-07-21T03:00:00.000Z,5,Jussari,BA,5706,-15.192,-39.491,,,,
AC MALHADA DE PEDRAS,ac-malhada-de-pedras,1974-07-04T03:00:00.000Z,5,Malhada de Pedras,BA,8326,-14.3847,-41.8842,,,,
AC MARAU,ac-marau,1974-07-04T03:00:00.000Z,5,Maraú,BA,20664,-14.1035,-39.0137,,,,
AC MATA ESCURA,ac-mata-escura,2009-04-24T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
AC MATINA,ac-matina,2002-08-22T03:00:00.000Z,5,Matina,BA,12359,-13.9109,-42.8439,,,,
AC MILAGRES,ac-milagres,1974-07-17T03:00:00.000Z,5,Milagres,BA,10838,-12.8646,-39.8611,,,,
AC MUNIZ FERREIRA,ac-muniz-ferreira,1974-07-17T03:00:00.000Z,5,Muniz Ferreira,BA,7464,-13.0092,-39.1092,,,,
AC NOVA REDENCAO,ac-nova-redencao,1993-11-03T02:00:00.000Z,5,Nova Redenção,BA,9126,-12.815,-41.0748,,,,
AC PALMAS DE MONTE ALTO,ac-palmas-de-monte-alto,1974-07-17T03:00:00.000Z,5,Palmas de Monte Alto,BA,21840,-14.2676,-43.1609,,,,
AC PINDAI,ac-pindai,1974-07-17T03:00:00.000Z,5,Pindaí,BA,16308,-14.4921,-42.686,,,,
AC PLANALTINO,ac-planaltino,1977-12-05T03:00:00.000Z,5,Planaltino,BA,9415,-13.2618,-40.3695,,,,
AC POJUCA,ac-pojuca,1974-07-17T03:00:00.000Z,5,Pojuca,BA,40401,-12.4303,-38.3374,,,,
AC QUEIMADAS,ac-queimadas,1974-07-17T03:00:00.000Z,5,Queimadas,BA,25428,-10.9736,-39.6293,,,,
AC RAFAEL JAMBEIRO,ac-rafael-jambeiro,1987-01-20T02:00:00.000Z,5,Rafael Jambeiro,BA,22643,-12.4053,-39.5007,,,,
AC RIO DO PIRES,ac-rio-do-pires,1974-07-17T03:00:00.000Z,5,Rio do Pires,BA,11672,-13.1185,-42.2902,,,,
AC SANTA LUZIA,ac-santa-luzia,1986-12-04T02:00:00.000Z,5,Santa Luzia,BA,12308,-15.4342,-39.3287,,,,
AC SANTALUZ,ac-santaluz,1974-07-17T03:00:00.000Z,5,Santaluz,BA,37704,-11.2508,-39.375,,,,
AC SAO FRANCISCO DO CONDE,ac-sao-francisco-do-conde,1974-07-17T03:00:00.000Z,5,São Francisco do Conde,BA,40664,-12.6183,-38.6786,,,,
AC SAUBARA,ac-saubara,1974-07-17T03:00:00.000Z,5,Saubara,BA,12163,-12.7387,-38.7625,,,,
AC SENTO SE,ac-sento-se,1974-07-17T03:00:00.000Z,5,Sento Sé,BA,41279,-9.74138,-41.8786,,,,
AC SERRA DOURADA,ac-serra-dourada,1974-07-17T03:00:00.000Z,5,Serra Dourada,BA,17261,-12.759,-43.9504,,,,
AC SERROLANDIA,ac-serrolandia,1979-04-10T03:00:00.000Z,5,Serrolândia,BA,13490,-11.4085,-40.2983,,,,
AC SIMOES FILHO,ac-simoes-filho,1974-07-17T03:00:00.000Z,5,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
AC SUMARE,ac-sumare,1993-11-03T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
AC TEOFILANDIA,ac-teofilandia,1983-07-21T03:00:00.000Z,5,Teofilândia,BA,22590,-11.4827,-38.9913,,,,
AC TRANSPORTES E TURISMO,ac-transportes-e-turismo,2010-12-14T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
AC TREMEDAL,ac-tremedal,1974-07-17T03:00:00.000Z,5,Tremedal,BA,15996,-14.9736,-41.4142,,,,
AC VALENCA,ac-valenca,1974-07-17T03:00:00.000Z,5,Valença,BA,97873,-13.3669,-39.073,,,,
AC VARZEA DA ROCA,ac-varzea-da-roca,1987-01-20T02:00:00.000Z,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,,,,
AC XIQUE XIQUE,ac-xique-xique,1974-07-17T03:00:00.000Z,5,Xique-Xique,BA,46562,-10.823,-42.7245,,,,
ACA,aca,1998-08-06T03:00:00.000Z,5,Souto Soares,BA,17118,-12.088,-41.6427,,,,
ACAAJA,acaaja,1998-05-14T03:00:00.000Z,5,Jacobina,BA,80749,-11.1812,-40.5117,,,,
ACAAR,acaar,2003-09-30T03:00:00.000Z,5,Itiúba,BA,36140,-10.6948,-39.8446,,,,
ACAC,acac,2002-05-24T03:00:00.000Z,5,Caldeirão Grande,BA,13452,-11.0208,-40.2956,,,,
ACACV,acacv,2007-07-11T03:00:00.000Z,5,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
ACADEMIA ACAO,academia-acao,2009-09-24T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACADEMIA AUTO ESTIMA,academia-auto-estima,2011-12-30T02:00:00.000Z,1,Jacobina,BA,80749,-11.1812,-40.5117,,,,
ACADEMIA BELLA FORMA,academia-bella-forma,1996-11-25T02:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
ACADEMIA BELLA VITA,academia-bella-vita,2008-04-11T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACADEMIA BOA FORMA,academia-boa-forma,2004-08-17T03:00:00.000Z,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,,,,
ACADEMIA CORPO EM FORMA,academia-corpo-em-forma,2008-12-31T02:00:00.000Z,1,Baixa Grande,BA,20431,-11.9519,-40.169,,,,
ACADEMIA DE GISNASTICA & MUSCULACAO ARENA I,academia-de-gisnastica-musculacao-arena-i,2008-12-05T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ACADEMIA EMBALO CORPORE,academia-embalo-corpore,2000-08-16T03:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
ACADEMIA EQUILIBRIO FITNESS,academia-equilibrio-fitness,2012-01-10T02:00:00.000Z,1,Itagi,BA,12140,-14.1615,-40.0131,,,,
ACADEMIA ERGHOS,academia-erghos,2009-04-20T03:00:00.000Z,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,,,,
ACADEMIA ESCALADA DA SAUDE,academia-escalada-da-saude,2012-05-04T03:00:00.000Z,1,Mucugê,BA,8725,-13.0053,-41.3703,,,,
ACADEMIA INFINITI,academia-infiniti,2010-02-24T03:00:00.000Z,1,Euclides da Cunha,BA,61112,-10.5078,-39.0153,,,,
ACADEMIA JC,academia-jc,1996-12-30T02:00:00.000Z,1,Ibicoara,BA,19990,-13.4059,-41.284,,,,
ACADEMIA JILCINHO,academia-jilcinho,2009-04-01T03:00:00.000Z,1,Coração de Maria,BA,22391,-12.2333,-38.7487,,,,
ACADEMIA METAMORFOSE FITNESS,academia-metamorfose-fitness,1997-06-27T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ACADEMIA MUSCULOS,academia-musculos,2003-08-19T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ACADEMIA N K FITNESS,academia-n-k-fitness,2010-01-08T02:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
ACADEMIA PLOC CENTER,academia-ploc-center,2002-02-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACADEMIA POINT FITNESS,academia-point-fitness,2011-02-04T02:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
ACADEMIA POS TREINO,academia-pos-treino,2012-04-19T03:00:00.000Z,1,Caetité,BA,51184,-14.0684,-42.4861,,,,
ACADEMIA PRAZER DE DANCAR,academia-prazer-de-dancar,2010-09-24T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACADEMIA SHALON FITNESS,academia-shalon-fitness,2012-02-09T02:00:00.000Z,1,São Sebastião do Passé,BA,44554,-12.5123,-38.4905,,,,
ACADEMIA SUPERACAO,academia-superacao,2004-03-16T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
ACADEMIA UIBAI FITNESS,academia-uibai-fitness,2009-12-04T02:00:00.000Z,1,Uibaí,BA,13894,-11.3394,-42.1354,,,,
ACADEMIA WINNER,academia-winner,2011-11-18T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ACAFV,acafv,2001-01-22T02:00:00.000Z,5,Sobradinho,BA,23274,-9.45024,-40.8145,,,,
ACAI,acai,1997-10-22T02:00:00.000Z,5,Inhambupe,BA,40720,-11.781,-38.355,,,,
ACAJ,acaj,2008-04-18T03:00:00.000Z,5,Tapiramutá,BA,16939,-11.8475,-40.7927,,,,
ACAJUTIBA PREFEITURA GABINETE DO PREFEITO,acajutiba-prefeitura-gabinete-do-prefeito,1974-12-30T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
ACAL,acal,1995-11-23T02:00:00.000Z,5,Araci,BA,54903,-11.3253,-38.9584,,,,
ACAL PRODUCOES,acal-producoes,1999-11-08T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACALV,acalv,1998-07-14T03:00:00.000Z,5,América Dourada,BA,16086,-11.4429,-41.439,,,,
ACAMB,acamb,1987-02-23T03:00:00.000Z,5,Presidente Dutra,BA,15180,-11.2923,-41.9843,,,,
ACAMPAMENTO MAANAIM,acampamento-maanaim,1981-08-21T03:00:00.000Z,1,Santa Bárbara,BA,20971,-11.9515,-38.9681,,,,
ACAMPO HOLDING - COMPRA E VENDA DE IMOVEIS LTDA,acampo-holding-compra-e-venda-de-imoveis-ltda,1995-07-27T03:00:00.000Z,5,Jequié,BA,156277,-13.8509,-40.0877,,,,
ACAO DISTRIBUIDORA,acao-distribuidora,2001-01-10T02:00:00.000Z,3,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
ACAO SOCIAL BEIJA-FLOR,acao-social-beija-flor,2006-08-22T03:00:00.000Z,5,Nazaré,BA,28661,-13.0235,-39.0108,,,,
ACAO TUPINAMBA,acao-tupinamba,2003-08-29T03:00:00.000Z,5,Ilhéus,BA,157639,-14.793,-39.046,,,,
ACAP,acap,1993-12-30T02:00:00.000Z,5,Canavieiras,BA,30722,-15.6722,-38.9536,,,,
ACAPS,acaps,2004-10-25T03:00:00.000Z,5,Umburanas,BA,19573,-10.7339,-41.3234,,,,
ACAPSAL,acapsal,2003-04-29T03:00:00.000Z,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,,,,
ACAPSD,acapsd,2003-04-29T03:00:00.000Z,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,,,,
ACAQSA,acaqsa,2000-12-27T02:00:00.000Z,5,Campo Formoso,BA,71754,-10.5105,-40.32,,,,
ACARAJE DA BETE,acaraje-da-bete,2007-01-04T02:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
ACARAJE DA NOEMIA,acaraje-da-noemia,2012-04-17T03:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
ACARAJE DA TATY,acaraje-da-taty,2010-05-17T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACARAJE DI MAINHA,acaraje-di-mainha,2010-10-22T02:00:00.000Z,1,Ipiaú,BA,45969,-14.1226,-39.7353,,,,
ACAS,acas,1991-05-21T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACASA,acasa,1998-02-13T02:00:00.000Z,5,Morpará,BA,8476,-11.5569,-43.2766,,,,
ACASSELB,acasselb,2000-10-17T02:00:00.000Z,5,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
ACAT,acat,2004-07-18T03:00:00.000Z,5,Lamarão,BA,8078,-11.773,-38.887,,,,
ACATAR,acatar,1994-08-26T03:00:00.000Z,5,Caculé,BA,23407,-14.5003,-42.2229,,,,
ACAVAM,acavam,2001-06-29T03:00:00.000Z,5,Queimadas,BA,25428,-10.9736,-39.6293,,,,
ACB,acb,1990-08-10T03:00:00.000Z,5,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,,,,
ACBADEVIC,acbadevic,1987-11-17T02:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
ACBAFS,acbafs,2005-08-23T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ACBCAA,acbcaa,2006-10-18T03:00:00.000Z,5,Capela do Alto Alegre,BA,11597,-11.6658,-39.8349,,,,
ACBE,acbe,1987-05-26T03:00:00.000Z,5,Retirolândia,BA,14588,-11.4832,-39.4234,,,,
ACBHA,acbha,1998-08-07T03:00:00.000Z,5,São Gonçalo dos Campos,BA,38315,-12.4331,-38.9663,,,,
ACBPD,acbpd,1996-04-29T03:00:00.000Z,5,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
ACBSPA,acbspa,2005-04-27T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACC,acc,2006-12-27T02:00:00.000Z,5,Riachão do Jacuípe,BA,33498,-11.8067,-39.3818,,,,
ACC MATERIAIS DE CONSTRUCAO E TRANSPORTES,acc-materiais-de-construcao-e-transportes,1992-04-22T03:00:00.000Z,3,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ACCBCZP,accbczp,2006-05-15T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ACCBS,accbs,1997-09-11T03:00:00.000Z,5,Biritinga,BA,15989,-11.6072,-38.8051,,,,
ACCBV,accbv,1988-11-24T02:00:00.000Z,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,,,,
ACCC,accc,2008-11-17T02:00:00.000Z,5,Valente,BA,29111,-11.4062,-39.457,,,,
ACCCBA,acccba,1988-11-17T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACCGA,accga,1998-07-06T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ACCM,accm,2002-12-09T02:00:00.000Z,5,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
ACCS SHOPPING CENTER,accs-shopping-center,1996-03-07T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACCSA,accsa,1990-05-18T03:00:00.000Z,5,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
ACD,acd,2011-07-13T03:00:00.000Z,5,Itapebi,BA,10173,-15.9551,-39.5329,,,,
ACDCS,acdcs,2002-12-07T02:00:00.000Z,5,Retirolândia,BA,14588,-11.4832,-39.4234,,,,
ACDP,acdp,2011-02-07T02:00:00.000Z,5,Prado,BA,28214,-17.3364,-39.2227,,,,
ACE,ace,2011-01-28T02:00:00.000Z,5,Ruy Barbosa,BA,30900,-12.2816,-40.4931,,,,
ACE - ASSOCIACAO COMUNIDADE ESCOLAR,ace-associacao-comunidade-escolar,1999-04-30T03:00:00.000Z,5,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
ACE ALLPURPOSE COMUNICATION & EXCHANGE,ace-allpurpose-comunication-exchange,1998-03-03T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
ACEB,aceb,2004-10-28T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACEES,acees,2007-01-29T02:00:00.000Z,5,Nova Fátima,BA,7830,-11.6031,-39.6302,,,,
ACEK,acek,1998-10-29T02:00:00.000Z,5,Biritinga,BA,15989,-11.6072,-38.8051,,,,
ACEMAP,acemap,1999-05-26T03:00:00.000Z,5,Biritinga,BA,15989,-11.6072,-38.8051,,,,
ACEPA,acepa,1997-12-01T02:00:00.000Z,5,Caetité,BA,51184,-14.0684,-42.4861,,,,
ACEROLA MODA INFANTIL,acerola-moda-infantil,2009-09-09T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
ACERTE CONCURSOS,acerte-concursos,2009-02-05T02:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACESSO INFORMATICA,acesso-informatica,1999-04-16T03:00:00.000Z,1,Irecê,BA,74050,-11.3033,-41.8535,,,,
ACESSO LIVRE INFORMATICA,acesso-livre-informatica,2004-09-16T03:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
ACESSORAUTO,acessorauto,2003-03-17T03:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
ACESSUBA,acessuba,2000-04-25T03:00:00.000Z,5,Caetité,BA,51184,-14.0684,-42.4861,,,,
ACFC,acfc,1998-06-19T03:00:00.000Z,5,Brumado,BA,67468,-14.2021,-41.6696,,,,
ACFLEX EQUIPAMENTOS INDUSTRIAIS,acflex-equipamentos-industriais,2010-03-15T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACFMD,acfmd,1996-05-09T03:00:00.000Z,5,Ipirá,BA,59281,-12.1561,-39.7359,,,,
ACFPBS,acfpbs,2000-04-17T03:00:00.000Z,5,Sobradinho,BA,23274,-9.45024,-40.8145,,,,
ACFPTNP,acfptnp,1999-09-03T03:00:00.000Z,5,Casa Nova,BA,73092,-9.16408,-40.974,,,,
ACHIEVE,achieve,2010-11-18T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
ACI,aci,1983-03-25T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
ACIAJ,aciaj,1996-06-20T03:00:00.000Z,5,Jaguarari,BA,33915,-10.2569,-40.1999,,,,
ACIMAC,acimac,1995-06-19T03:00:00.000Z,5,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
ACJB,acjb,2000-05-06T03:00:00.000Z,5,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,,,,
ACLC,aclc,2005-11-01T02:00:00.000Z,5,São Domingos,BA,9085,-11.4649,-39.5268,,,,
ACLF,aclf,2000-04-27T03:00:00.000Z,5,Retirolândia,BA,14588,-11.4832,-39.4234,,,,
ACLG,aclg,2000-01-31T02:00:00.000Z,5,Miguel Calmon,BA,25771,-11.4299,-40.6031,,,,
ACLGBA,aclgba,1997-11-10T02:00:00.000Z,5,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
ACLIMAR CLIMATIZAAO,aclimar-climatizaao,2010-06-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
ACMB,acmb,2001-09-18T03:00:00.000Z,5,Itabuna,BA,214123,-14.7876,-39.2781,,,,
ACMJT,acmjt,2010-08-12T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ACMP,acmp,1998-01-16T02:00:00.000Z,5,Iraquara,BA,25728,-12.2429,-41.6155,,,,
ACMV,acmv,2001-05-08T03:00:00.000Z,5,Bonito,BA,16999,-11.9668,-41.2647,,,,
ACO BRUMADO,aco-brumado,2008-08-28T03:00:00.000Z,3,Brumado,BA,67468,-14.2021,-41.6696,,,,
ACO CAMACARI,aco-camacari,2011-03-11T03:00:00.000Z,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,,,,
ACO FORTE,aco-forte,2010-07-20T03:00:00.000Z,1,Vera Cruz,BA,44185,-12.9568,-38.6153,,,,
ACOB,acob,2005-11-29T02:00:00.000Z,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,,,,
ACOBB,acobb,1987-10-29T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ACOBES,acobes,1996-05-30T03:00:00.000Z,5,Ipupiara,BA,9954,-11.8219,-42.6179,,,,
ACOBID,acobid,2005-02-14T02:00:00.000Z,5,São Sebastião do Passé,BA,44554,-12.5123,-38.4905,,,,
